,Eigen-Patient
PMAIP1,95363.60062811164
MEX3A,96074.2050498034
DNMT3B,243.79115136817603
KDELC2,-305107.63956866134
SLC9A6,-142392.15479551733
PIGW,43608.6166966052
SFXN2,344957.16848486435
TCF19,30090.96515479957
C8orf82,51749.34029834287
MAP1A,-155826.126472552
SULF2,-471262.27930967393
EIF6,312769.1322168833
KRTCAP3,117245.66303713477
LRFN4,11649.85455535378
MSR1,-851974.3438137895
PAPLN,-289622.4556380401
GOT2,991888.2933484965
FAH,246232.86806262197
HAUS1,121817.66093213369
PDSS1,-13821.121528020309
TDRP,7449.507998155948
HIST2H4B,132853.84920884934
SRC,22087.82136097853
SMC2,61392.28012850579
PACSIN3,59987.91831546307
CTPS2,295742.6993599943
TWIST1,-38109.49285248162
NLRP3,-91990.13292987068
PRKDC,1040990.6626046527
LIME1,-79877.14775030092
MYB,1267427.608681347
SCPEP1,-1707082.8264103746
ATP8B1,1154247.5027003323
KIF21A,184709.7195405564
EFHD2,-671029.5893651593
FGD3,172533.93602788294
ZNF497,49192.948368620484
C11orf63,17025.913819327565
ARHGAP23,-260234.4860755255
SEZ6L2,869201.6628657392
NRROS,-139856.9826840334
PLAU,-1496567.6431710974
FRY,306375.91538177145
ANG,43295.73388211529
GALNT7,1154869.1661379032
ROR2,-133824.96393693384
CNTN1,-181546.73044243891
FADD,208490.88998730513
GLT8D2,-283212.7222226644
ADCY5,73351.96936377857
CCNB1IP1,-61322.27760234572
NAA10,-90956.14959100014
MTBP,20878.478423763805
CEP250,222822.8565685112
GPR137B,-68479.144464394
PARD6G,511.5201720709049
CLTCL1,-18611.01765518343
ABCC5,693622.722786116
ARL11,-18670.732731628075
HIC1,-123888.97459670306
IL18,-219719.14716880792
CDC123,-106619.88718159749
NES,-188843.47498458278
GNL3L,13749.760675266874
IFT140,406820.6145254761
SUV39H2,-12540.225837752485
SLAMF8,-801678.811157399
TFRC,-485964.75511851144
GINS4,49106.35824069284
CCDC64B,97276.84460134878
RNF213,-1202266.6311564422
ABCA3,1374627.8163645905
PLEKHO1,-757533.7487672087
STARD13,-35333.36551124995
POLB,290700.8962464352
PIDD,42367.407225387375
FAM222A,117453.55676278262
GAL3ST4,-242043.55232698264
FAM46B,-24709.767367891433
PTGDS,-948639.6718622951
PILRA,-184051.1927700651
DKC1,-31489.95100290453
YY2,4727.7681414142735
NSMF,92483.46905667143
ANKRD40,282993.26798852737
ATP2C2,148292.74874822455
TANC2,529607.7487184101
ROR1,-113067.22263803784
NLK,246926.71595015953
GMDS,-94055.10550566291
FBXL15,-3786.9524838556886
USP18,-72487.25217856701
C3orf67,58366.36300839622
GAS6,-936858.2386675926
DBF4B,42472.8918854204
LEF1,23979.688657586397
EPS8L2,130118.86873880902
FKBP11,-228901.027668113
FUT2,-40457.53679489136
TCF7,-397494.3911344289
VPS13A,63352.54567681545
PRUNE2,-27393.030793667454
ZMAT1,87770.59836745645
HHAT,214102.57946515962
NOD2,-52029.301975258655
BEND3,13462.808034286189
SRD5A3,4887.301932430554
ADAMTS12,-390231.52176654275
DNAJC22,8367.338992091229
MYO5B,240164.43194182203
SUSD3,391094.97471558506
NUDT19,17332.626569068027
TNFAIP8,-430925.3054512778
RP11-383H13.1,-80045.11170139031
CCDC40,101467.06211050262
C17orf53,21849.674651665096
RANBP17,25246.006794411634
COX6C,13462661.84903427
AP1S3,-3841.3838165120014
MYEOV2,185080.73606241943
TTLL12,858734.7510976386
SLC38A5,-158366.75409653044
SLC35B1,175802.6969941764
ZNF385A,145099.81746750398
HIST2H4A,230201.62202355696
CDC25B,-360647.59898042644
UBBP4,3371.8569427916414
TSPAN6,7319.913182127747
NFIX,-23621.85616618804
TSPAN2,-97237.99172899578
TRAPPC5,46591.995582316566
FAM117A,-17547.666299287153
KREMEN1,-148358.04007579086
CAPS,63687.70198036342
SYT17,192359.39681121803
NNMT,-1349722.1122787064
CENPP,66874.37622707545
CYBA,-884749.3034305525
IL3RA,-67783.60710736139
AC004381.6,56039.77486548192
ZP3,36661.41210509828
TTC9,160270.637842047
IRAK3,-165225.807830076
ARHGAP28,-147877.11107322227
RHOF,-151227.33093504328
BORA,-9976.449117406051
EFR3A,78938.62712520796
SH3RF3,-102576.77003346408
LCMT1,172299.90607463135
MYO1G,-267502.71968975465
UBE2V2,283901.38509987836
SPTB,-4854.538815258613
IFI6,845787.1076275401
EPSTI1,-580333.8453076386
CHST10,94382.41188525758
MTDH,438523.94390390045
CACNG4,1184467.1050187289
CYB5R1,901571.8685132104
CSF1,-931208.5812022286
MCM8,11017.069702815877
FAM63A,582255.4186310074
KIAA0895,107104.85041772062
ACTG2,-394369.7421400531
COL8A1,-1462975.455701604
STX1A,39198.07591769621
PDLIM1,-225889.14597820432
VOPP1,-769805.2381857532
MCCC1,-57106.044933837
GTPBP4,30991.08169720906
ARMCX4,13368.770154443922
RSPH1,39820.34518218355
SPAG4,6431.918306381863
MGAT3,-105008.78106880066
HLA-C,-12428633.061031416
ZNF596,5000.813923014227
INHBB,-60044.73735703804
SECTM1,-331257.7901246188
MREG,101600.3209497707
ELMO1,-355301.1177543524
MDK,270895.4813691018
DCUN1D5,-73292.51654099925
MIIP,-129048.97027536067
APOBR,-133078.0222972896
TAP1,-4464122.888220273
EPHB2,-206587.5408577187
CHML,47994.247975658924
SLC29A3,-1100.2739328516968
RFWD3,-7445.7666315909855
CACNA1D,252113.17766703287
GTF3C6,-50185.18409677926
NDC1,87323.53215476694
RARRES3,-858213.940722911
LRG1,252305.29286309626
MBOAT2,514855.71284792403
P4HA1,186148.6095876141
C1orf74,10109.69919364313
HLTF,415784.0281920616
GPSM1,15661.422547825841
KRBA2,14400.579289823227
FBXO17,-20321.235780577448
CERS4,887937.2663184789
NYNRIN,43350.891681440655
PRRG4,150209.36444519542
STAU2,475790.4779887634
PSMB8,-1182714.6046675174
SLC2A9,-38909.4596357579
MAPK11,-71198.42988421154
SETBP1,95193.5561879362
OAS1,-207329.17561192362
EXOC3L2,-19404.52170888934
SEC11C,126182.6283422106
C3orf14,184546.65324038075
BRSK1,66566.99484077127
ST3GAL4,-15121.955709828815
CTSD,-2499323.2857457018
CITED2,5644.683595634787
AGR2,9688342.054232962
ARHGAP33,46252.713711751305
CADM4,155922.15249047437
PET100,74363.96102075315
PRDM11,-7442.2658690947355
CYFIP2,194743.73330815937
NELFCD,344509.9660368396
FN3K,208240.80376364777
CD59,-2004405.6421783825
HRH1,-111509.72408301827
DNAJC1,734427.545548783
BLCAP,-43156.412920449686
PBX1,4136709.365783994
SLC4A8,145043.0505319787
CDH24,5674.4238956208255
PSMD12,303498.01984402223
TARBP1,245279.7065901396
SSH3,494875.3666773235
FBXO5,-22098.97836182204
SAMD12,178820.8592681563
TUBB3,-92929.5975874069
ABHD3,54075.787897750815
SPP1,-3828365.4424454337
SEMA6D,142441.1981397801
TMEM194A,129138.79809896981
DYX1C1,30422.357576654005
CDK5R1,31855.312012768416
MYO15B,3711.4993459092593
PSMB10,-667449.9748464839
NUDCD1,-268.55541497110653
LINGO1,277586.9968739504
DYRK3,-41217.77062000918
LGALS3BP,37992.54605894505
KIAA1244,1607079.8795280529
PSMD11,85362.34287260508
C8orf33,418092.982965815
L2HGDH,45894.81902823923
ITPR1,770933.988674808
GOLPH3L,461450.1129720168
KIAA0196,739722.727993433
TSPAN1,1054713.47609739
SLC22A15,53178.614892631405
SKAP1,66545.82280695949
ARHGAP29,-89192.52162607037
RPP25,-35478.90262860588
EGLN2,594914.2096489867
HTATIP2,-3130.498836634165
HEY2,-18659.116226153066
TMEM180,-6755.65760547425
LAPTM5,-5316536.948612576
SELE,-219355.1838676789
DNAH10OS,60914.93251397248
FOXP4,116019.46583944869
RPN2,1770810.42089779
PHLDA2,-15522.00160589656
PM20D2,-58033.49403872946
TRDMT1,-25505.201283553535
HIST1H1C,319403.3674969225
CAMSAP3,318045.1327371643
NCAPD3,137599.56957631558
ADAMTSL3,-23335.41369667162
MAP6D1,26536.652384187015
FNDC1,-1468581.4187814884
NOMO3,312607.10090794717
MSH2,111605.21171980802
AZIN1,1334864.1645215363
APOC2,-125815.14713260854
ZNF678,73645.49712917779
PITPNM1,-158365.3735513407
GGH,-9675.071149623302
GALNT10,-316387.6872461894
PUS7,52638.346851433686
VAMP5,-309090.4368842225
CNIH3,-28685.271889947744
GPCPD1,-307737.37891399965
EME1,16739.463034040946
CD86,-354876.6991074848
HOOK1,467998.20922499883
SRPX2,-173022.45348862832
CMBL,920326.605709403
HENMT1,-66194.45801052771
FGD5,-197253.70352558003
ARNT2,973263.159694726
IQCJ-SCHIP1,-55622.66002225731
QPRT,24242.293839375696
BLVRA,174514.11741606708
RFC3,36743.495952294164
DHCR7,325113.06242977036
OAS2,-979158.1592317324
GNAZ,77888.26647500622
ITGA6,-579430.7146763898
AATF,199453.99499978864
C4A,1862543.6234162971
SKA2,64166.82296385771
REEP1,244990.4254367503
PPME1,441609.0904403913
PLCG2,-466818.78556788695
GRB2,968777.2983606494
IER3,1276305.5839761437
RELB,-364742.9222676013
IFNLR1,-11365.377120232099
ASUN,19380.67155156441
BAZ1A,-74769.69812846706
RPP40,-4870.882385790733
FRMD3,-72829.69160379613
UBXN2B,285287.629995199
CEP97,121162.42188768029
RPUSD3,-29065.91241207348
ACAT2,34952.28417372925
AGAP10,-526.1134018962407
ZNF512B,111635.06807005504
ENO2,867352.337846359
LIMD2,-489849.0167352839
RAD9A,42001.95589059167
APOL3,-848780.016523084
AXIN2,33712.74825083438
SPEG,-47530.89014447648
BCCIP,89804.55529355841
ITGAX,-600200.5597953107
CLDN4,12846.47840568236
XPOT,75005.9063577222
TOX3,193550.5132771354
CDC42EP3,-274309.6550830816
HMHA1,-567569.2635569525
PKIB,845924.5182757684
EVA1B,49188.48733317294
DCHS1,-238216.4043932806
PFN2,237154.54594998542
TBL1XR1,426637.991246296
EXOC6,201985.91675454786
PRKCA,-164464.65583360588
B3GALNT2,15114.89045507998
SEMA4B,322899.7467759395
LRTOMT,140308.66018143762
RAB3IP,231570.42490658324
SLC35F2,-75239.59993967267
PAX9,-6376.807102288413
PTPN7,-367371.4835726379
FAHD2A,-40784.48254774573
ASPN,-1921199.566956727
SLX1B,17878.87611925752
CDK4,-49181.05540159087
FRMD6,-226795.74665202585
UBE2E3,-440883.59161311656
5-Sep,218335.30830519492
SFRP2,-7747221.948678819
RTEL1,48975.69347763874
TPM2,-1061662.4644206918
TMEM117,-15274.854044415551
SP110,-286496.2436254973
HES4,-21896.582370334178
NFE2L3,-416572.477692492
HAAO,-87535.44153464849
ZNF217,1196418.490172661
VPS13C,-309553.9904334652
KCNS3,145720.0769960814
MARVELD3,80993.56215542027
RBBP7,730753.4938684094
OPN3,-183688.07637941322
NCAPD2,139472.8538744783
C10orf35,32596.38155413051
DESI2,-248797.65425632137
PRRT2,68796.4215511042
SLC25A35,148155.6210966861
MYO1D,-370569.6716182718
TRAF4,260994.08772294148
MPEG1,-1263580.0121078994
PLXNC1,-819492.672590264
AMZ2,497253.4543581231
PDZRN3,-165273.72938006377
ITGA11,-894790.0830342459
GAPT,-83579.8822638176
NOL11,234567.8176547278
ZFHX4,-171150.9988300563
SIDT1,186716.91881955767
CKMT1A,86175.2220081228
LAMA1,-55072.63948588427
SAMSN1,-251336.45835311836
GALNT16,39024.74447613363
OASL,-211094.84767200772
ARL4C,-973009.8197562794
TMEM189,-39170.40994760854
LGALS9,-1363655.848058621
GINS3,1910.1932026641339
ZNF426,-759.0511254689582
SCML1,-43207.69149397313
TTLL3,-24877.391007151557
REEP6,375156.1518142853
SLC16A4,-34059.60680919465
HIST1H4H,64138.07290139585
OMD,-214552.312231323
DENND4C,196142.22958575864
CLGN,283899.0999038177
KCNE3,-61067.67927826988
IL34,-182527.08282299794
CEP72,8775.804686023259
GLI4,20223.211468074398
NOXA1,27109.741268131093
SMAD6,-25850.87053824551
ELOVL7,-26705.10372976523
COL18A1,-1932226.023232804
ATP6V1H,576006.1720777183
GPD1L,577451.5799787863
SH3RF1,350345.4863505425
SLC2A6,-132009.10402232473
FUT10,-9761.314134239608
EPPK1,-21128.768493425025
OPLAH,78224.02097299315
MMP17,15736.129682162813
FAT1,-1978855.5374011365
TRO,-34030.899415315434
C5orf56,-55277.08771639645
FAM207A,-37946.83345325225
CBS,-61103.21268080452
ZNF587B,162161.89243357608
AAK1,-21795.921674776717
MPC2,565458.0673609696
KIAA0040,689654.6024042334
ATM,-484883.0110326328
CLDN15,-51250.62014124549
SYT7,1480304.9728300315
LRRC32,-543812.8132105467
CXCR4,-1425028.5194298825
GSS,322310.08611228154
TCF7L1,-323557.9513966509
APBB1,30017.057887642644
DNLZ,-14361.723550724006
KIAA1377,51904.148084513756
HIPK2,425832.599361133
PDE6B,47946.81912650981
P2RY6,-95026.73700751588
BMP1,-462688.66857258294
TBC1D9,8703866.355751796
NR1D1,83440.48232143425
IRAK1BP1,32658.624256623276
GPC4,39764.44484264686
MCCC2,2094058.6463035345
PARP14,-1674469.7510024495
CCDC28B,-29979.495335490017
GJB2,-533727.2728716389
HSPD1,1453159.3793626423
C17orf75,98613.45167405045
XYLT2,97829.52417782323
ABAT,672427.1709453994
MAGOH,-73401.0755093112
HOPX,-110698.66433291126
SPNS2,-242463.43908464332
ADAT2,-25121.015826771523
DNAJC12,953004.0726402362
SLC25A37,-295955.25872067024
SLC35A3,370016.7228853995
FAM122B,310704.5828227358
UGCG,1908032.6706299298
ITGAL,-822646.3427020154
SC5D,-98338.14988484062
TCEAL3,547650.6341042131
LPAR5,-98010.61027763902
WNT2,-216908.2417488266
PAM,-724349.4662625788
PTP4A3,-91472.05622989652
CTBP2,246478.92937935705
VIL1,35768.39545036925
FGFR1OP,98066.54875759425
DHX58,7789.437698007972
ADORA3,-98036.83412669097
ZNF8,9925.881071444535
SPRN,5296.66731409507
ZNF175,-22254.03174950992
MRPL27,78957.69972853475
PLEKHG1,-315240.4326302444
DLL1,-34292.06581506537
RHBDL2,-38443.106900425984
HERC3,-110046.12241732277
TSPAN15,21629.883615991523
MICAL1,-339542.5882950205
C5orf30,359255.4933522224
LDHB,-733895.7589938564
ST3GAL1,1105943.6642283103
KAZALD1,78389.00055321955
IRF1,-1546083.5453794172
ZNF581,7672.651241090755
USP14,705906.696509701
CBX1,489007.8793351047
PSMG1,-17783.753903865087
SLC15A3,-692477.3619634174
RCN3,-556419.5156189098
KIAA1211L,109733.79885807984
DDX11,57257.25788361274
LILRB1,-220401.9466246461
MRPL30,49597.57357091725
DCXR,479058.8128490025
HDAC2,174021.24771648724
OSBP2,64485.66789414889
ST3GAL6,-76506.26410893853
MIPEP,67657.08242952974
IRS1,481341.23569099966
LRBA,2309727.632637681
AIF1L,-224257.27409531156
RGS4,-126352.69364835999
C19orf60,-77163.85567735748
ZNF778,6391.683466211366
C4B,1601379.9955576528
PODNL1,-146703.65888775617
PCDH1,597772.4083983041
NUCB2,1892015.8202369134
SOGA2,189735.202710215
DNAJC19,250769.00050172082
FANK1,34619.801151703556
TMEM47,-1965.58542813537
ISG15,105512.37307478198
DNASE1,111637.30097842753
ATP7B,75871.67475417825
ABCD3,1154650.9063051261
KIAA1429,710650.6306082868
LAD1,-472113.93327702297
POLR1E,-99509.85942934155
STK39,356039.7754887374
CDKN2B,-220370.58838457701
PIGZ,2458.339993847024
EHF,-430364.1631576666
UCKL1,89673.1236305892
LMX1B,875632.9050604923
WWTR1,-956250.1209313634
RAI2,5488.87537699773
EIF4EBP1,93158.27510281427
B4GALT1,-357767.14235253393
FGD6,38972.87925667306
SLC6A9,7629.924014808032
ADORA2A,-19911.52140908344
SNRPB2,55400.99198442461
GUCY1A3,-474885.5452729786
GDF11,933.5017332185739
LAIR1,-675103.4673258441
DFNB31,26625.923048745924
CBWD5,110463.9808253917
TMEM229B,97537.52128455648
DCAF10,967124.0405821559
C7orf10,-39248.646885850496
CHSY3,-63476.408830169385
KCTD3,1799989.2754793966
PLCD3,-22403.05078298304
FAM110B,243386.0876867271
FAM208B,494965.0016770503
ZFHX2,31348.638783292325
IFT122,230176.91417109434
UBXN11,5650.9785236541065
P2RY2,11809.145049970517
ABHD16B,12612.67501590949
C21orf67,-7216.619173414726
ADAM22,222.50003614496995
BNIPL,272604.1085448734
MRPS30,2559870.5479626716
TOM1L1,619210.6647657753
GPC1,-5199.280028737494
RNF114,-119699.09866317872
PTDSS1,-81502.77169152608
JUNB,-1616246.4524334678
ZNF706,199508.36638007956
DSEL,34875.59387558426
HOXC8,-34838.15376501494
NEK8,34430.547323883584
LDLRAD3,709696.0473065475
POLI,226059.85639720052
TRIM37,306143.0211308574
WIPF3,-24591.583506954572
NT5M,37743.77643395689
PLEKHG6,-3400.716115145829
BCAS1,734725.8413452035
UTP18,51084.756565395175
PDE9A,-67458.5822736442
NRARP,-6842.458398682911
NFS1,179461.93285896193
IFITM1,-808726.8187858451
RNASET2,-331338.46328346233
SUSD4,376434.25155108806
HSP90AA1,9007101.29620164
RASEF,1016431.8681317518
KDELC1,-74351.6348681977
ALDH3A2,559333.9628992506
EFNB2,-190656.96327631388
PDCD5,-114731.0479117854
PCK2,213197.65309841215
OBSCN,-65578.2859489606
SPOPL,520338.8438132147
SUPT4H1,291700.8121979329
UBE2Z,-19618.57363806763
RASSF6,56890.205620249246
PLEKHH3,155757.20942059197
TFDP1,-6317.323595547303
LNX2,144218.75906906815
EDEM3,586891.3684281898
GPX8,-400827.5619063829
TRIM66,67926.94870299821
AP2B1,3623183.174213494
TNK1,157089.8831699872
PHLPP1,157698.00768072397
TRIM45,124586.07944782001
TGIF2-C20orf24,17156.583542196415
DDX58,-173812.45773031694
SNX20,-346934.2679719093
NET1,974778.2957431152
ELF3,190003.30483591152
SPI1,-566662.081440247
SIK3,115832.57017438352
ATP2A3,390363.4144173245
FAS,-283515.42832912446
NAPRT1,43156.07407254581
MB21D1,-74040.75765297144
HLA-A,-18659659.69825435
DNHD1,-31750.322946811044
SLC38A1,3652034.9174827784
SCAMP5,195097.45799534145
ZDHHC23,24567.911111465044
PREX1,2756921.1064126696
CXCL9,-5456532.929003718
AC120194.1,-80652.34431609377
LRRC6,92731.01511534829
MRPS28,142345.15821298058
RAP1GDS1,486415.54056160897
RAC2,-934967.3837912384
XYLB,17643.201297437645
KCTD6,248111.4260558098
NFIA,6862.915188872508
PLS1,120519.14966509782
CCHCR1,8766.776105292209
MFSD7,46191.27436370561
MRPL21,169821.55198415974
VCPIP1,115075.56376389551
SLC39A6,27409746.963069085
SLC7A5,-696055.3968154318
MGAT4A,796517.2895798407
XPR1,-38391.285967919845
BMI1,760281.0070656781
FPR3,-878485.2138372012
C1QTNF5,-318264.8713606058
APLNR,-366826.9454746165
SLFN11,-598554.0886895048
NAT1,1519454.7771679712
NBPF14,-62791.95134310235
ADAMTS2,-1392685.8624316377
CGREF1,23968.07986491567
C3orf58,-153214.62789610948
C15orf38-AP3S2,47964.94421882904
C17orf51,-83215.57733373775
SPRED1,-438633.2033424609
LILRB4,-797516.2219943982
PLCB1,8982.551624604936
ZNF165,31535.27116029065
C6orf211,2928258.9046286326
CDYL2,486011.43414428574
RCE1,51130.993152848925
SESTD1,459283.57867686474
CORO1A,-1656562.784486397
BLMH,90889.52995925746
APOL2,-616542.4098659417
CA5B,-63310.88707918662
MT1E,-57691.827553924806
CD72,-140937.46424847643
ZG16B,555672.9859249223
ANP32E,-320766.0298934546
TNN,-164691.78741580472
WNT9A,56863.80680624482
PPM1H,486770.6970420471
HPCAL1,-69902.34297620822
OCEL1,126349.3402844947
ZNF43,240816.4088799105
RAB15,160398.9293494123
C17orf97,49457.463188915455
HIBADH,133844.7701818934
CMPK2,-214923.8660292232
CPE,869389.7957048576
TMEM68,243738.12952678287
BMPR1B,6208790.795250703
NUDT18,-4599.927697065765
FRK,174244.1237559928
MTMR4,342005.3392489553
CTTN,1936049.789032973
ST6GALNAC4,-32995.03517609825
ARRB1,357102.2061089861
PARD6B,1066620.4361470286
GADD45G,-10526.202645400093
ZNF587,933343.7215608674
FUT4,-123925.09908958379
ANKRD13B,55712.1774749748
FMO1,-171351.43206310173
ATP8A1,-98350.16442964427
LY86,-144262.86500704393
VEGFA,292411.42302186944
PRKD3,-468556.79124275706
FAIM3,-263456.87581281085
LRP11,192864.54304114074
SLC7A7,-496247.0077675189
RARA,984556.5012779929
ADAMTS4,-350837.73825913126
SLC17A9,31965.209066887466
MROH6,-15787.710813136631
MMP3,-289680.6441227922
GNAS,3483575.622682687
C5,40578.709576878646
FLNB,8091205.221044869
TOMM7,-123709.06522989777
CXCL11,-585201.6626619757
LGALS8,724565.610330573
DYNLRB1,619891.903260849
CPNE3,1354024.9670242202
SLC19A2,884340.7841686208
RET,1619426.1605663316
NID2,-601836.4111756426
FAM71E1,9293.056642301106
NPDC1,424362.5378426113
RCCD1,21828.154150931354
AKAP5,29510.12502044331
ARHGAP32,948497.9031243065
RAMP1,332723.50950828317
HDGFRP3,445413.72012718674
RAD51C,101867.92946564016
CASP1,-451346.0989924392
PODXL,-56099.931404152114
KCNJ8,-13507.23139702774
UCP2,-875820.0316523786
CAMK2D,-374024.38800936245
ARSG,418456.89866098174
ATP6V1C1,570024.9161734609
IFIH1,-730406.218319772
BDKRB2,-19006.691900594604
FKBP5,-1154266.3042179074
MX1,-305423.14830729703
TOP1MT,-39631.539420230416
CCDC122,1179.1132893542056
MEF2A,-193025.0042641194
AKT3,-501823.05298370984
RSAD2,-584829.8024398865
TMEM25,510282.7605963794
ATP10D,-176941.06603613906
PROSER2,24433.530815676517
MGP,10937585.125553805
CKMT1B,78715.00380267017
C15orf48,84039.35897513121
EIF3H,2363243.437161952
ASNS,-34966.05412706093
SARDH,8418.272743366984
C19orf54,26547.57647248059
ENPEP,-50587.20713534913
BAI2,481864.8886290937
CBWD3,10342.144776602923
CCDC138,3161.893609165468
CCSAP,-2242.1340898929134
DACT1,-223798.5294973941
FAM26E,-146424.60128381307
C6orf226,4036.3007874967097
TRPC6,-18884.105308684157
UBALD2,-97164.16643059254
SCNN1A,954946.1980170021
APOBEC3B,-231610.45688195367
KLHL15,-4053.898824518332
LOXL2,-602594.0998518604
SLC29A2,34917.992540390034
SELM,-243666.97575518882
TENM3,-90298.68842162576
CD163L1,-56214.83281551774
CERKL,-109132.8723322224
MYBL1,65140.45937667628
GBP2,-2623448.000798888
BHLHE40,3104822.034629498
LY6E,-2083868.0207996615
TMEM62,137749.0241264637
DZIP1,-147219.1156688094
HSD11B2,75914.82069105384
PLLP,-4629.587754727889
SP4,-2686.6760561862898
H2AFJ,1681594.925341877
QSOX1,1423664.2558444487
CD2AP,244748.9226619917
EMILIN1,-1266307.308969663
CMAS,134213.85506687805
GABPB1,59683.36571728352
MIPOL1,130534.30576260481
PAK6,86778.32653802368
TP53I13,11959.38675992699
PTPRO,-92104.67188250857
CGNL1,202629.24121923407
TUBB2A,-61954.857342953605
KIAA1549,177238.5957157399
ITGBL1,-643115.5445332201
SIX5,-33268.15707482466
ZNF860,29420.813778745887
TDRD5,62488.36221026438
MACROD1,84667.21598787884
RASGRP1,-11978.149253850448
FERMT3,-673574.4857818116
IQSEC2,213056.2667696829
CENPW,-52352.79177193601
ZNF865,-72336.68068348752
SERTAD4,180660.5197536483
TRIQK,265211.3118118796
HCAR1,396460.74586162734
RDX,-352554.04277217004
RAP1GAP,220454.22022186554
EFHD1,1991988.4523608042
C16orf74,43366.83968432516
PHTF1,8221.54986351117
HSPA13,3383.8058443307455
RTEL1-TNFRSF6B,-9511.772212256026
WFS1,665317.6001433795
EPHA4,-137927.22089119806
C12orf49,19073.926039357266
SPCS2,526273.5513744935
SATB1,-116564.0196877318
TOR4A,-103194.59780733171
CEBPD,-206889.73465240665
RNF122,-81196.45157897659
C1orf51,48143.12314111508
PHF20L1,291477.48439932795
CYP51A1,508349.37001391116
TIAM1,-19208.955883676077
HMBOX1,5131.878697498087
GREM1,-686993.0172168597
PSME4,-431267.1979388141
UGDH,821197.8780769563
DNALI1,541397.1102770799
RUNDC1,476487.68767428905
SMIM14,1818158.2134162588
TM7SF3,58555.863060290016
HLA-B,-28781922.26687061
LSM1,391289.5935530577
PDK3,-37350.243757509845
NPM3,-58707.5639105846
MAPK8IP3,30203.014641240927
BMP8B,-4365.817671560008
COMMD3-BMI1,59009.801594012504
TNFRSF11A,-76799.18160903879
LMO7,-215283.55830571757
VDAC3,659602.9199522383
NME2,17276.664290570137
COQ10A,32154.21982151732
LFNG,362674.7523066412
CHCHD10,-96694.36073775045
FAM177A1,337638.90212247445
ITGB2,-3026492.0037536155
ATAD3B,-83573.44150447767
ZNF763,9390.475766087886
MST4,58664.1423521337
COL6A1,-10433533.064827275
LNPEP,63745.05281572568
NADSYN1,127225.41318127669
SYDE1,-124594.74561704109
ZNF711,-4557.590239356474
PSMB9,-959325.5980249519
RASSF3,-49490.816201447415
SLFN5,-1363105.9776608923
ZNF107,188485.78827136915
SLC6A6,-450076.1178378971
PHB,241266.39603313722
PSMB3,-106814.13428100683
APOC1,-1469409.4534432865
SLC25A33,-939.1770121204813
IDUA,17831.045546519556
NCS1,-155544.79140595265
SLC22A5,383066.19184949
CD6,-378355.9175910091
TMEM99,157594.7156387552
KMO,-107807.10091492772
SH2D4A,13984.296096523769
ITGB7,-293459.343151006
MAPT,1980549.017691982
ACTR5,11695.126999114937
C20orf96,52907.61223456902
SPATA2,128706.47051572287
C19orf47,-22002.09180975869
NME1-NME2,-692130.1264700358
GMFG,-351361.52006329363
MIA3,219273.4483785157
LGMN,-1929626.1986598978
NGEF,-11643.649037026089
PANK1,18371.716463121305
HPSE,-95448.40759718316
NFYA,124730.530790233
GPR65,-135368.9103474308
FGFR3,721893.4587200641
MBOAT1,471124.0786448719
MLLT11,32268.161647427492
MDN1,-66550.04215451985
FBN1,-4989070.682727981
TP53BP2,-335078.38309846126
C7orf63,32901.063687956215
HSD11B1L,-10674.666286440211
GXYLT2,-278458.9048045671
FAM222B,125852.70819303289
SUZ12,256670.75286949653
PABPC1,-1770401.4225999136
CISD3,198833.69116505937
ITGA8,-44666.21830566587
PPFIBP1,-258792.03644793632
GPATCH2,306924.07030875754
PHF7,24360.355307130667
L3MBTL1,12942.490684890789
LYNX1,-59425.570146184284
CELSR2,2545411.019026377
NCEH1,-189752.8395219276
KIAA0513,-134388.2831616154
GREB1L,109205.26694591634
SQSTM1,949131.9698013907
DBNDD2,660677.2204737948
FLNC,-177105.67795878855
LRRC23,55434.675550933665
TSHZ3,-173177.370129829
TREM2,-269248.524605782
DSP,6321688.966637983
NFATC4,315003.1073024091
PIM2,-645700.2038403426
HAVCR2,-438324.6090786522
FAM101B,-181246.70154787772
GPD2,580749.9716748595
MAP3K9,82920.06170463342
FAM174A,172446.33971134142
CCND1,12651411.324659958
GPR39,13011.233959694095
GPT2,5206.052699105485
GFRA1,6997166.673068824
SGCD,-196467.16684576697
KIF3C,42024.110972546536
GOLT1B,-41050.23311576945
CD5,-312342.6248374884
RINL,-19338.957674101217
GNA13,-14716.25508291079
DGKD,188863.61845951728
HACE1,20259.363423916802
PLEKHA8,-30148.484557289026
PPIF,-4471.35524263363
DLG5,951872.7176099995
PVRL1,-312139.8984176705
MAP4K1,-258221.4709053686
RPL8,846131.5883014193
PGM3,83518.28195065336
KLHL35,76204.62945385028
ZNF738,-1161.6297610641107
TLK2,165331.59564149805
CHRD,189366.4242296013
HLA-DQB1,-3043112.867729401
WNK2,42799.462022174186
C1orf106,-254842.67953882288
TGFA,-54424.74490886111
SLC16A2,84900.39737083604
DISC1,-94310.69393872163
LSM5,81026.99559302798
C11orf80,79365.28710160678
ZNF703,4664518.883437651
PLEKHA6,529419.3936623089
CCDC103,57457.13948556027
LENG8,-319647.00613249274
CCR5,-505117.44179148105
NFAM1,-311508.3979286852
